content,translated_content,polarity,sentiment
ganti nomor handphone nomor aktif,change mobile number active number,-0.13333333333333333,negatif
layan cepat,fast service,0.2,positif
oke,Okay,0.5,positif
barcode muncul,barcode appears,0.0,netral
mantap,Excellent,1.0,positif
bagus,Good,0.7,positif
aplikasi buruk akun,bad account app,-0.6999999999999998,negatif
bagus bantu driver susah uang tunai,good help driver who has trouble getting cash,0.24999999999999997,positif
aplikasi buka stack,open stack application,0.0,netral
daftar subsidi sistem error,system error subsidy list,0.0,netral
daftar login atur abal abal,register login set fake,-0.5,negatif
bantu,help,0.0,netral
mantap,Excellent,1.0,positif
kirim data stnk foto kendara,send vehicle registration data photo,0.0,netral
balas email kirim hemm,reply email send hmm,0.0,netral
manfaat,benefit,0.0,netral
mantap praktis manfaat,steady practical benefits,0.16666666666666666,positif
bayar lancar maaf daftar subsidi susah foto gagal ambil gambar galeri mohon baik ambil gambar galeri terima kasih,smooth payment sorry subsidy registration is difficult photo failed take gallery photo please take gallery photo thank you,-0.275,negatif
susah masyarakat,difficult society,-0.5,negatif
oke,Okay,0.5,positif
digitalisasi pasti guna kendala kalo kendala pasti mumpuni kerja urus daftar kek selesai buang woi,digitalization is definitely useful for obstacles if obstacles are definitely capable of working to take care of the list like when finished throwing it away hey,0.1,positif
hilang fitur transaksi program mypertamina error barcode bikin tengkar langgan operator,"MyPertamina program transaction feature missing, barcode error causes operator subscriptions to quarrel",-0.2,negatif
alhamdulillah suka mypertamina gampang perlu isi bahan bakar minyak kendala pilih bayar terima kasih mypertamina sukses guna setia,"thank God I like mypertamina, it's easy, I need to fill up with fuel, the problem is choosing to pay, thank you mypertamina, success, loyal",0.35555555555555557,positif
mohon nomor polisi tolak salah sulit saran pertamina buka stand daftar barcode spbu biar masyarakat awam notabene gagap teknologi sulit aju subsidi,"Please ask for a police number, reject it, it's wrong, it's difficult, Pertamina's suggestion is to open a stand to register gas station barcodes so that ordinary people, who are technologically illiterate, will find it difficult to apply for subsidies",-0.35,negatif
register barcode barcode baru data error,register barcode new barcode data error,0.13636363636363635,positif
aplikasi batu,stone application,0.0,netral
mudah,easy,0.43333333333333335,positif
bikin atur isi data gagal saran orang spbu admin huh,make the data entry settings fail admin gas station people's suggestion huh,-0.5,negatif
sulit aplikasi,difficult application,-0.5,negatif
bantu terima kasih mypertamina,help thank you mypertamina,0.0,netral
good,good,0.7,positif
mantap,Excellent,1.0,positif
ramah mas operator,friendly operator sir,0.375,positif
banyak update,lots of updates,0.0,netral
simpel kurang aktivitas fisik,simple lack of physical activity,0.0,netral
sulit,difficult,-0.5,negatif
sih aplikasi register masuk pakai nik sandi login nomor handphone sandi digit masuk login registrasi,"the application registers to enter using the NIK password, login with the cellphone number, digit password, login, registration",0.0,netral
terima kasih,Thank You,0.0,netral
metode bayar gagal coba gagal potong bayar simpan kartu metode bayar,payment method failed try failed cut payment save card payment method,-0.5,negatif
bagus,Good,0.7,positif
suka,Like,0.0,netral
data tolak bukti bpkb tolak,data reject proof bpkb reject,0.0,netral
buruk aplikasi error data sesuai tolak bagus buruk update baru,bad application error data match reject good bad new update,-0.14090909090909085,negatif
mantap,Excellent,1.0,positif
aplikasi buruk bantu sebentar bentar update,bad app help update in a minute,-0.6999999999999998,negatif
mobil ganti mobil jual bahan bakar minyak bio solar ganti mobil bahan bakar minyak pertalite,car change car sell bio solar fuel oil change car sell pertalite fuel oil,0.0,netral
aplikasi sulit salah sistem,application hard system error,-0.2916666666666667,negatif
lot susah akses,hard to access lot,-0.2916666666666667,negatif
qr bobol orang sesuai untuk,qr hack people suitable for,0.55,positif
alhamdulillah manfaat,thank God it's useful,0.3,positif
saldo gopay muncul suruh putus pemberitahuannya baik sistem,"Gopay balance appears asking to disconnect the notification, both systems",0.0,netral
hidup susah beli pertalite pindai barcode sasar apa iya,life is hard to buy pertalite scan barcode is it right,-0.0029761904761904934,negatif
oke,Okay,0.5,positif
praktis efektif,practical effective,0.6,positif
tolong aplikasi baru lengkap aplikasi aplikasi guna masyarakat bikin sulit,please new application complete application application for society makes it difficult,-0.08787878787878789,negatif
paksa taat sulit kelas bumn sistem buruk,"forced obedience is difficult, the BUMN class is a bad system",-0.5,negatif
mudah,easy,0.43333333333333335,positif
klaim terang kendara tangguh,bright claim tough ride,0.15555555555555559,positif
mantap aplikasi,great application,0.8,positif
bagus mudah,good easy,0.5666666666666667,positif
lambat kadang log out,slow sometimes log out,-0.30000000000000004,negatif
lumayan voucher ribu,quite a few thousand vouchers,-0.2,negatif
coba foto stnk barcode pakai galeri susah lansung foto,"try taking a photo of the STNK barcode using the gallery, it's difficult to take a photo directly",-0.2,negatif
payah daftar salah sistem baik woi aplikasi lol,soooo bad list wrong system good hey app lol,0.07500000000000007,positif
bantu mudah,easy help,0.43333333333333335,positif
mitra aktif,active partner,-0.13333333333333333,negatif
aplikasi kek sial data tinggal posting data tunggu sistem bodoh inti sulit subsidi sulit orang,application like shit data just post data wait stupid system core difficult subsidy difficult people,-0.5,negatif
muat ulang daftar,reload list,0.0,netral
kacau hasil daftar akun daftar unit kendara pemberitahuan daftar pertalite khusus kendara roda kendara roda wajib daftar beli pertalite pasu kali hari beda nomor rangka sesuai coba tim vendor tolong benah usaha bumn asa umkm terima kasih,chaotic results list of accounts list of vehicle units notification list of special pertalite for wheeled vehicles wheeled vehicles must register to buy pertalite pasu times different days frame number according to try vendor team please fix the state-owned enterprise hope for UMKM thank you,0.17857142857142858,positif
terima kasih mypertamina,thank you mypertamina,0.0,netral
bagus,Good,0.7,positif
good,good,0.7,positif
sulit rakyat mudah orang duit indonesia rakyat subsidi beli pertalite sulit pakai barcode rakyat aplikasi contoh negara malaysia subsidi murah bahan bakar minyak rakyat,difficult people easy people money indonesia people subsidies buy pertalite difficult use barcode people application example country malaysia subsidies cheap fuel oil people,-0.04166666666666666,negatif
daftar data valid tolak nomor polisi sesuai nomor polisi kirim email customer pertamina bingung alhamdulillah email kasih ulas balas tanggal januari aplikasi hasil verifikasi terima kasih,list of valid data reject police number according to police number send email customer pertamina confused thank God email give review reply date january application verification results thank you,-0.4,negatif
unduh barcode sulit ampun muat halaman,download barcode hard to load page,-0.2916666666666667,negatif
aplikasi super sulit,super hard app,0.020833333333333315,positif
coba baik aplikasi daftar kartu debit metode bayar kali,try both debit card registration application payment method times,0.0,netral
bagus,Good,0.7,positif
buruk daftar sulit pesan sulit,bad list hard message hard,-0.42777777777777776,negatif
ayo lupa sandi reset sandi muncul pop up link kedaluwarsa coba pegawai pertamina pom respon bantu tolong solved capai benar hasil,"Come on, forgot password, reset password, a pop up appears, the link has expired, try the Pertamina petrol station employee, respond, help, please solve it, achieve the correct result",0.0,netral
sambung qr bahan bakar minyak,qr fuel oil connection,0.0,netral
sulit urgent isi bahan bakar daftar mypertamina daftar hasil login sulit masyarakat,difficult urgent refueling list mypertamina list login results difficult community,-0.5,negatif
bisa tugas spbu bilang barcode rusak tunda isi pertalite bahan bakar minyak habis lambat,"Can the gas station say the barcode is damaged, delay the filling of Pertalite, the fuel oil is running out slowly",-0.30000000000000004,negatif
erti pakai sulit,meaning of use is difficult,-0.5,negatif
gagal buka,failed to open,-0.25,negatif
good job,good job,0.7,positif
you will get many manfaat such as cashback purchase poin,you will get many benefits such as cashback purchase points,0.25,positif
aplikasi muncul unit,application appears unit,0.0,netral
salah sistem mohon cerah isi data sesuai gagal mau sih daftar bikin sulit isi bahan bakar minyak sulit aplikasi masalah pusing coba ibu hadehhh,wrong system please fill in the data correctly failed want to register make it difficult to fill fuel oil difficult application problem dizzy try mother hadehhh,-0.5,negatif
mutasi plat nomor ubah cetak qr sesi habis sulit isi scan qr,mutation of number plate change print qr session expired difficult to fill scan qr,-0.5,negatif
cakap,speak,0.0,netral
xw fandyarief fffffffc,xw fandyarief fffffffc,0.0,netral
aju hapus akun proses selesai selesai solusi,forward delete account process complete complete solution,0.1,positif
daftar subsidi,list of subsidies,0.0,netral
aplikasi susah masyarakat daftar sulit gagal daftar ulang nik daftar perintah sistem susah orang desak antar orang sakit jalan pakai mobil pribadi kuota pom isi minyak kendara layan usaha mypertamina tanggung,application difficult for people to register difficult to fail to re-register NIK register system command difficult people urge to take sick people on the road using private cars quota gas stations fill up with oil vehicles service business mypertamina responsible,-0.35918367346938773,negatif
main handphone isi bahan bakar minyak balik main handphone isi bahan bakar minyak,play mobile phone fill up fuel oil back play mobile phone fill up fuel oil,0.0,netral
bantu,help,0.0,netral
cashback,cashback,0.0,netral
maju pantang mundur kabur lari,move forward never retreat run away,0.0,netral
bagus,Good,0.7,positif
kode registrasi kirim masuk,registration code send in,0.0,netral
susah foto ktp maksimal mb ambil galeri langsung,"It's hard to take a photo of your ID card, but take it directly from the gallery",-0.09583333333333334,negatif
barcode,barcode,0.0,netral
verifikasi tolak gara gara salah input isi silinder pilih opsi ubah ganti kolom isi silinder salah tunggu minggu,"verification rejected due to incorrect cylinder content input, select the change option, replace the incorrect cylinder content column, wait a week",-0.125,negatif
aplikasi buruk repot,bad app hassle,-0.6999999999999998,negatif
sulit kasih solusi sebal,"hard to give a solution, annoyed",-0.3458333333333333,negatif
program aneh coba unit error sistem pom bensin orang atur suruh hubung customer pertamina hubung customer kasih saran youtube coba bilang langsung tutup telepon customer program nasional wajib warga negara indonesia server solusi korup,strange program try unit error system gas station people set tell to contact customer pertamina contact customer give advice youtube try say immediately hang up customer call national program mandatory for Indonesian citizens server corrupt solution,-0.275,negatif
mantap,Excellent,1.0,positif
driver taxi angkut darat roda,land taxi driver wheel transport,0.0,netral
mantap,Excellent,1.0,positif
subsidi bantu sulit,subsidies help the poor,-0.4,negatif
oke,Okay,0.5,positif
kelas bumn bikin aplikasi sulit sumber daya manusia rendah gaji,"BUMN class makes applications difficult, human resources are low in salary",-0.16666666666666666,negatif
website aplikasi daftar unit pemberitahuan gagal sistem email customer solusi gilir tunggu informasi pic daftar website coba pemberitahuan beres suruh ganti perangkat ganti kali handphone beda laptop beda kacau oh ll,website application list unit notification failed customer email system solution take turns waiting for information pic list website try notification done ask to change device change times different cellphone different laptop messed up oh ll,-0.16666666666666666,negatif
aplikasi sukses bikin darah coba daftar hasil gara gara unggah foto stnk menu daftar,successful application to make blood try to register results because of uploading STNK photo register menu,0.75,positif
update sebal,update annoyed,-0.4,negatif
bagus,Good,0.7,positif
error aplikasi,application error,0.0,netral
pertamina mantap,Pertamina is steady,0.16666666666666666,positif
kasih rating bintang biar take down google barcode sesuai perintah aktual sulit ujung ujung presiden rumit,give a star rating so that taking down the google barcode according to the actual command is difficult but the president ends up being complicated,-0.28888888888888886,negatif
bagus,Good,0.7,positif
lancar,fluent,0.0,netral
aplikasi jaman mudah isi bensin sulit isi bensin barcode coba enak,application era easy to fill petrol difficult to fill petrol barcode try delicious,0.3111111111111111,positif
aplikasi buruk daftar mobil bayar pajak mobil nomor polisi registrasi masuk korlantas sulit pakai fasilitas negara warga indonesia sulit brengsek,bad application register car pay car tax police number registration enter traffic corps difficult to use state facilities indonesian citizens difficult jerk,-0.5666666666666665,negatif
my pertamina kosong masuk daftar susah muat ulang,My Pertamina is empty and is on the hard to reload list,-0.19583333333333336,negatif
bagus,Good,0.7,positif
guna friendly sih aplikasi verifikasi lebih good,"to be friendly, the verification application is better",0.4375,positif
data tulis lengkap verifikasi tolak ubah data sulit ampun,complete data write verification reject change data is very difficult,-0.275,negatif
bayar mypertamina praktis simpel kurang nominal full tangki,pay mypertamina practically simple less nominal full tank,0.06111111111111111,positif
sulit,difficult,-0.5,negatif
klik tombol lanjut proses tambah kendara,Click the button to continue the process of adding vehicles,0.0,netral
sayang pom pertamina terima bayar aplikasi pom pom pinggir jalan lintas kota provinsi aplikasi sih bagus bantu keluar pakai bahan bakar minyak bulan atur history guna aplikasi terima kasih,"Dear Pertamina gas stations accept payments for gas stations on the side of the road across the city and province, the application is good, it helps to get out using fuel for the month, set the history of using the application, thank you",0.7,positif
oke,Okay,0.5,positif
tuju aplikasi yah karyawan sih maaf,go to the application yes employee sorry,-0.5,negatif
respon transaksi,transaction response,0.0,netral
daftar,list,0.0,netral
salah sistem daftar subsidi subsidi tolong kondisi sistem ulang kali kali via aplikasi website kendala sistem solusi,"wrong system list of subsidies, please re-register the system condition several times via the website application, system problems, solutions",-0.25,negatif
anda langsung barcode biar bolak aplikasi,you can directly barcode so that the application can be used back and forth,0.05,positif
layan bagus,good service,0.7,positif
good,good,0.7,positif
aplikasi sampah kali verifikasi tolak aplikasi stabil perintah bisa bikin rakyat susah gampang daftar kendara,Trash application times verification reject stable application command can make it difficult for people to register vehicles,-0.5,negatif
mudah,easy,0.43333333333333335,positif
aplikasi buruk verifikasi data asyik ganggu sistem tolong baik aplikasi,bad application data verification fun disturbs the system please improve the application,-0.19999999999999993,negatif
bantu,help,0.0,netral
pemberitahuan muat ulang halaman ambil barcode sentuh subsidi pemberitahuan,notification reload page get barcode touch notification subsidy,0.0,netral
kali coba daftar gagal sistem mohon baik,"when trying to register the system failed, please be kind",0.04999999999999999,positif
mantap,Excellent,1.0,positif
aplikasi sial data stnk bpkb plat nomor ktp tolak alas data valid,unlucky application data stnk bpkb plate number ktp reject valid data base,-0.8,negatif
good,good,0.7,positif
otp was working whatsapp pesan terima kasih,otp was working whatsapp message thank you,0.0,netral
bagus,Good,0.7,positif
suruh foto stnk subsidi gilir foto centang langsung suruh isi ulang kali kali isi website benar woi samsat benar data,"Asked to take photo of STNK subsidy, take photo, check it immediately, ask to refill it, fill in the website correctly, hey, Samsat, correct data",0.0,netral
puas,satisfied,0.5,positif
aplikasi bagus tingkat terima kasih,good app rate thanks,0.44999999999999996,positif
mantap kak,great sis,0.8,positif
simpel,simple,0.0,netral
koneksi layan input data dokumen aju qr kode mypertamina,connection service input data document submit qr code mypertamina,0.0,netral
coba,try,0.0,netral
untung perintah aplikasi parah masuk data gagal,luckily command application severe data entry failed,-0.08333333333333334,negatif
bikin aplikasi gilir keluh susah ampun video call bilang sih telepon video call antar tunggu telepon gelap gulita suara,"make a video call application, it's really hard, say video call, wait for the phone, it's pitch black, the sound is dark",-0.052083333333333336,negatif
aplikasi sampah tolol update susah isi bensin update alhasil bikin pom pegang operasional aplikasi pecat cari kompeten eror isi eh pindai barcode kali kali coba tugas bilang suruh tunggu jam coba,stupid trash application update hard to fill petrol update result makes gas station handle operational application fired looking for competent error filling eh scan barcode try times task says tell to wait hours try,-0.1972222222222222,negatif
login,login,0.0,netral
guna,use,0.0,netral
kumpul point,collect points,0.0,netral
unggah foto ktp daftar klik oke ambil foto cari solusi,upload photo of ID card register click ok take photo find solution,0.5,positif
mantap,Excellent,1.0,positif
oke,Okay,0.5,positif
mantap,Excellent,1.0,positif
jalan kota,city ​​street,0.0,netral
hubung gopay mantap pakai aplikasi pakai gopay malam isi pom margonda depok pegawai kasih langsung unduh langsung pakai gopay,connect gopay steady use the application use gopay at night fill in the Margonda Depok petrol station employee gives direct download directly use gopay,0.12222222222222223,positif
recomended,recommended,0.0,netral
buruk,bad,-0.6999999999999998,negatif
web aplikasi rusak guna salah sistem mohon coba coba hasil sulit isi bahan bakar minyak sulit daftar sulit hei dunia,web application broken use wrong system please try try results difficult fill fuel oil difficult register difficult hey world,-0.48,negatif
pantes jasa bikin barcode bikin sulit foto ktp pencet oke kamera haha uninstall bayar calo,"no wonder the barcode making service makes it difficult to take KTP photos, press OK camera haha ​​uninstall pay broker",0.06666666666666667,positif
aplikasi perintah bagus,good command app,0.7,positif
bikin aplikasi mypertamina spbu alas ganggu hapus mypertamina play store,make mypertamina gas station application alas disturbing delete mypertamina play store,-0.45,negatif
oke,Okay,0.5,positif
daftar gagal ber ulang kali daftar gagal,register failed repeatedly register failed,-0.5,negatif
masuk daftar subsidi aplikasi buka bagai pertamina pilih bulu gin cerita,enter the list of application subsidies open like pertamina choose gin feathers story,0.0,netral
barcode solar kak,solar barcode sis,0.0,netral
kasih spbu pakai moga depan spbu pakai,"give me a gas station to use, hopefully next time I'll use it",0.0,netral
mobil mewah alfard crv innova barcode beli pertalite,luxury car alfard crv innova barcode buy pertalite,0.0,netral
lumayan sih,it's quite good,0.7,positif
aplikasi tolong baik daftar mypertamina aplikasi unduh handphone daftar terang ganggu sistem huufffttt,application please good mypertamina application download mobile phone list bright disturbing system huufffttt,0.3,positif
moga mudah akses bahan bakar minyak layan masyarakat indonesia,Hopefully easy access to fuel oil will serve the Indonesian people,0.43333333333333335,positif
qr tampil,qr display,0.0,netral
alhamdulillah pasang daftar bahan bakar minyak subsidi nik pakai verifikasi email kirim email alamat saran alhamdulillah langsung balas ikut data baik alhamdulillah proses buka langsung muncul tampil daftar langsung ikut langkah barcode mudah terima kasih admin pertamina,"thank God, install the list of subsidized fuel oil, NIK, use email verification, send email, suggested address, thank God, reply immediately, follow the data, good, thank God, the process of opening it immediately appears, display the list directly, follow the easy barcode steps, thank you, Pertamina admin",0.41111111111111115,positif
update,update,0.0,netral
good,good,0.7,positif
sinyal hilang bayar tunggu,lost signal pay wait,0.0,netral
terima kasih kerjasamanya mudah bidang teknologi modern,Thank you for your easy cooperation in the field of modern technology,0.31666666666666665,positif
barcode cecer spbu salah jatah bahan bakar minyak ganti barcode susah lupa sandi kirim email riset email kirim mypertamina buka susah belanja uang negeri isi bahan bakar minyak pakai duit sulit,barcode spilled gas station wrong fuel quota change barcode difficult forgot password send email research email send mypertamina open difficult shopping for state money fill up fuel oil using money difficult,-0.4,negatif
buruk aplikasi bisa roda pickup deteksi roda,bad app can detect wheel pickup wheel,-0.6999999999999998,negatif
tolak bayar via bantu malas ambil uang atm,refuse payment via help lazy to take money atm,-0.25,negatif
layan,service,0.0,netral
aneh ganggu sistem daftar subsidi tolong baik sistem,strange disturbing the subsidy registration system please fix the system,-0.275,negatif
mypertamina mantap,mypertamina is great,0.8,positif
uang kembali transaksi januari spbu kletek taman sidoarjo ribu belit layan kembali uang sistem qris bejat,cash back transaction january gas station kletek taman sidoarjo thousand twists service return money qris system is depraved,0.0,netral
pertamina moga lihat komentar rating bintang layan ajar sopan ketus alami isi bensin sulit layan ketus etis isi pom bensin mayor,"Pertamina, please see the comments, star rating, service, teaching, polite, curt, natural, filling petrol, difficult, service, curt, ethical, filling petrol stations, mayor",-0.06666666666666667,negatif
cepat bayar,fast pay,0.2,positif
aplikasi taiikkkkkkkkkkkkk susah masyarakat sial,"taiikkkkkkkkkkkkk application is difficult, unlucky people",-0.5,negatif
bantu mantap margo mantap,help steady steady margo,0.16666666666666666,positif
aplikasi salah sistem terus daftar mal niat aplikasi arah orang unduh aplikasi isi bensin,application system error continues to register mall intention application direction people download application fill petrol,0.0,netral
aplikasi unduh isi saldo gilir pakai pom bensin support,download application to top up balance using petrol stations support,0.5,positif
pin klaim barcode salah sistem,pin claim barcode wrong system,-0.5,negatif
mantap ama,steady ama,0.16666666666666666,positif
isi bahan bakar minyak barcode pakai orang kasih barcode orang,fill the fuel with barcode using someone give someone a barcode,0.0,netral
si aplikasi instansi bumn andal,the reliable BUMN agency application,0.0,netral
mantap,Excellent,1.0,positif
sulit parah keluh mah susah login barcode,"It's really hard, I'm complaining that it's hard to log in with the barcode",-0.2916666666666667,negatif
mantap,Excellent,1.0,positif
nomor polisi daftar ikut instruksi lampir bpkb stnk foto unit nomor polisi tolak aju banding,police number register follow instructions attach bpkb stnk photo unit police number reject appeal,0.0,netral
unduh barcode verifikasi,download verification barcode,0.0,netral
daftar kode qr beli bahan bakar minyak spbu tolong pandu,list of qr codes to buy fuel at gas stations please guide,0.0,netral
manfaat,benefit,0.0,netral
kali daftar verifikasi tolak nomor polisi sua foto mobil stnk,this time register verification reject police number su photo car stnk,0.0,netral
salah sistem rahasia langkah kuti teliti salah simpul sengaja sulit,wrong secret system step follow carefully wrong knot intentionally difficult,-0.475,negatif
oke,Okay,0.5,positif
aplikasi mypertamina good,mypertamina good application,0.7,positif
unit susah barcode,barcode hard unit,-0.2916666666666667,negatif
aplikasi error layan buruk bikin adu subsidi bantu,application error bad service make subsidy competition help,-0.6999999999999998,negatif
daftar qr susah gagal coba kali,qr list hard fail try again,-0.39583333333333337,negatif
daftar subsidi tepat sulit scan ktp langsung galeri ukur file foto batas mb foto ktp kali kali oke opsi ambil foto foto ktp unggah unggah foto surat surat pindai tolong opsi ambil galeri simpel meng unggah data,list of subsidies right difficult to scan ktp directly gallery measure photo file limit mb ​​ktp photo times okay option take photo ktp photo upload upload photo letter letter scan please option take gallery simple upload data,0.07714285714285714,positif
daftar otp bumn bikin anggar negara,BUMN OTP list creates state budget,0.0,netral
oke,Okay,0.5,positif
gagal verifikasi sih suruh barcode aplikasi error rakyat suruh layan bahan bakar minyak gin,"Failed to verify, asked for a barcode, application error, people told me to serve gin fuel",-0.5,negatif
perintah bikin rakyat susah suruh daftar oke ikut ehh aplikasi,"the order makes it difficult for the people to register, okay, join, eh, the application",0.0,netral
bantu,help,0.0,netral
bagus,Good,0.7,positif
kecewa buruk produk bumn sistem buruk masuk akal kronologi aplikasi unit gagal tolak alas nomor polisi daftar pom tugas kantor pom bilang salah samsat polda metro salah sistem inti isi pertalite saran terap bijak benar sistem,disappointed bad BUMN product bad system makes sense chronology application unit failed reject police number plate list petrol station duty station office says wrong samsat polda metro wrong core system fill pertalite advice apply wise correct system,-0.4214285714285713,negatif
praktis keren,practical cool,0.35,positif
komentar kawan,friend's comment,0.0,netral
kode qr aplikasi muncul kalimat halaman muat riwayat isi bahan bakar minyak muncul aplikasi,qr code application appears sentence page load history of filling fuel oil appears application,0.0,netral
oke,Okay,0.5,positif
sulit bayar hutang pakai barcode,hard to pay debt using barcode,-0.2916666666666667,negatif
buruk ulang ulang verifikasi gagal sinyal bagus foto lengkap verifikasi gagal kode otp pesan muncul hubung call center solusi suruh ulang ulang gagal verifikasi tolong aplikasi tinjau ulang server terima kasih,bad retry verification failed good signal complete photo verification failed otp code message appears contact call center solution ask to retry verification failed please application review server thank you,-0.21428571428571425,negatif
mantap poin,great point,0.8,positif
aplikasi bos niat sih susah,Boss application is hard to do,-0.2916666666666667,negatif
serius aplikasi usaha buruk busuk error mana server lot data error malu sih,Seriously bad business application rotten error where server lot data error embarrassing,-0.6999999999999998,negatif
bantu,help,0.0,netral
aplikasi bikin susah negara paksa rakyat orang beres,application makes it difficult for the country to force the people to get things done,-0.5,negatif
cari qr kode pertalite putar buka web aplikasi,search for qr code pertalite turn open web application,0.0,netral
aplikasi berat konsumen daftar nik ktp bpkb mobil bpkb leasing mobil lunas,consumer heavy application register nik ktp bpkb car bpkb car leasing paid off,-0.2,negatif
mantap,Excellent,1.0,positif
susah,difficult,-0.5,negatif
bintang nol kasih mudah pasang aplikasi maksiat,zero stars give easy installation of sinful applications,0.43333333333333335,positif
oke,Okay,0.5,positif
si sesuai nopal nomor polisi sesuai tengok capai daftar,"according to the police number plate, see the list",0.0,netral
mantap boss,great boss,0.8,positif
aplikasi sial daftar susah guna susah,damn app register hard to use hard,-0.2916666666666667,negatif
good,good,0.7,positif
oke,Okay,0.5,positif
susah daftar gagal tradisi negara ampun,hard to register failed country tradition forgive me,-0.39583333333333337,negatif
daftar pakai eh hilang isi nik,register to use but the contents of the nik are missing,-0.2,negatif
bagus,Good,0.7,positif
mantap pokok mahh,really steady mahh,0.16666666666666666,positif
membntu,help,0.0,netral
mohon baik aplikasi baru aplikasi error baru barcode,please good new application new application error barcode,0.3242424242424242,positif
keren,Cool,0.35,positif
susah daftar daftar sistem,hard to register system list,-0.2916666666666667,negatif
sih isi bensin tuh pertalite kadang karyawan isi mobil kacau pertamina pakai barcode barcode biar jam isi bensin kecewa,"Well, fill up with Pertalite petrol, sometimes Pertamina employees fill up the car in a mess, use barcodes, so the petrol filling time is disappointing",-0.38749999999999996,negatif
aplikasi cacat allah puluh kali foto stnk hasil,god defect application tens of times stnk photo results,0.0,netral
erti fungsi aplikasi jual aplikasi biar unduh isi bahan bakar minyak sulit kali mesti tunjuk barcode beda tunjuk barcode barcode bahan bakar langka tolong bantu paham aplikasi lot kali,"Meaning of the function of the application selling applications so that downloading fuel oil is difficult, sometimes you have to show a different barcode, show a barcode, the fuel barcode is rare, please help understand the application, lots of times",-0.06666666666666667,negatif
kaum rebah bikin aplikasi daftar kendala,The rebab people make an application to list obstacles,-0.05,negatif
call center urut nomor tunggu jam tunggu,call center number sequence waiting time,-0.1,negatif
qr mypertamina gagal notifikasi nik sesuai verifikasi daftar maksud website hasil nik daftar verifikasi,qr mypertamina failed notification nik according to verification list intent website results nik list verification,-0.5,negatif
sulit aplikasi buat akun hasil,hard application to create account results,-0.2916666666666667,negatif
oke mypertamina,okay mypertamina,0.5,positif
mudah isi praktis terima kasih,easy practical content thank you,0.43333333333333335,positif
bantu,help,0.0,netral
buruk hapus mobil daftar repot beli bekas daftar,bad delete car list hassle buy used list,-0.6999999999999998,negatif
simpel,simple,0.0,netral
bagus sih isi bensin keluar dompet paket data,It's good to fill up with petrol and data package from your wallet,0.7,positif
sabtu jan jam isi pertalite ribu pakai barcode kuota habis pom isi tanggal jan isi,"Saturday Jan, fill up Pertalite, thousand, use barcode, quota runs out, filling station, January filling date",0.0,netral
aplikasi lot,lot application,0.0,netral
isi volume silinder warna plat nomor aplikasi website,volume cylinder color number plate application website,0.0,netral
terima kasih aplikasi mudah,thank you easy application,0.43333333333333335,positif
aplikasi sial,damn app,0.0,netral
oke,Okay,0.5,positif
mantap,Excellent,1.0,positif
bayar bahan bakar minyak mudah,paying for fuel is easy,0.43333333333333335,positif
ganggu spbu jujur susah sulit,disturbing gas stations is honestly difficult,-0.5,negatif
putar isi data ujung stnk salah roda daftar samsat sdm rendah makan uang pajak isi bensin putar,turn fill in the data end of the vehicle registration certificate wrong wheel register samsat low human resources eat tax money fill in petrol turn,-0.16666666666666666,negatif
verifikasi akun sukses klaim kode qr,account verification successful claim qr code,0.75,positif
repot,hassle,0.0,netral
good,good,0.7,positif
kemarin daftar barcode kada luarsa login klaim barcode pusing,yesterday barcode list expired login claim barcode dizzy,0.0,netral
praktis,practical,0.0,netral
oke,Okay,0.5,positif
aplikasi sulit daftar barcode,barcode list difficult application,-0.5,negatif
mantap lancar jaya,"steady, smooth and victorious",0.2833333333333333,positif
jumat berkah,Blessed Friday,0.0,netral
mantap,Excellent,1.0,positif
bagus,Good,0.7,positif
bantu,help,0.0,netral
overall oke,overall okay,0.25,positif
need improvement,need improvement,0.0,netral
mantap bantu,great help,0.8,positif
mantap,Excellent,1.0,positif
bantu,help,0.0,netral
salah sistem tolong lh bantu,system error please help,0.0,netral
oke,Okay,0.5,positif
tugas ramah,friendly task,0.375,positif
cepat antri,hurry up and queue,0.0,netral
mantap,Excellent,1.0,positif
nice bikin mudah bayar mantap dech mypertamina nice,"nice makes it easy to pay, great mypertamina nice",0.6083333333333333,positif
stres pakai aplikasi posting ktp gagal langsung ambil foto galeri uk batas bodoh sengaja susah,"stress using the KTP posting application failed to immediately take a photo from the gallery, the limit is stupid, it's deliberately difficult",-0.6,negatif
susah daftar kendara,hard to register vehicle,-0.2916666666666667,negatif
bikin susah bantu rakyat indonesia,make it difficult to help the Indonesian people,-0.5,negatif
unduh prioritas mah,download priority mah,0.0,netral
abu abdillah kaibon barokallohufikum,"Abu Abdullah Kaibon, may Allah bless him and grant him peace",0.0,netral
hasil kirim data smp pakai handphone hasil jaring kuat jaring perangkat kirim keluh atensi,"results of sending data from junior high school using a cellphone, the results of the network are strong, the network device sends complaints, attention",0.29666666666666663,positif
tolong bantu mudah daftar nasib orang beli kendara cash daftar foto bpkb,"Please help make it easy to register the fate of people who buy cash vehicles, register for BPKB photos",0.43333333333333335,positif
oke,Okay,0.5,positif
penting,important,0.4,positif
mantap indonesa,steady indonesia,0.16666666666666666,positif
sebentar login ulang repot,"please wait a minute, re-login is a hassle",0.0,netral
aplikasi sempurna,perfect application,1.0,positif
